dair	dair(POSTP.invar)
gibimdim	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.perf.1p.sg
gibimdin	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.perf.2p.sg
gibimdiniz	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.perf.2p.pl
gibimdir	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.pres.3p.sg
gibimdirler	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.pres.3p.pl
gibime	gibi(POSTP),num.sg,poss.1p.sg,case.dat
gibimi	gibi(POSTP),num.sg,poss.1p.sg,case.acc
gibimim	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.pres.1p.sg
gibimin	gibi(POSTP),num.sg,poss.1p.sg,case.gen
gibimiz	gibi(POSTP),num.sg,poss.1p.pl,case.nom
gibimiz	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.pres.1p.pl
gibimizde	gibi(POSTP),num.sg,poss.1p.pl,case.loc
gibimizdedir	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.pres.3p.sg
gibimizdedirler	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.pres.3p.pl
gibimizdelerdi	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.perf.3p.pl
gibimizdelerdir	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.pres.3p.pl
gibimizdelermiş	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.evid.3p.pl
gibimizdelerse	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.cond.3p.pl
gibimizden	gibi(POSTP),num.sg,poss.1p.pl,case.abl
gibimizdesin	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.pres.2p.sg
gibimizdesiniz	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.pres.2p.pl
gibimizdeydi	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.perf.3p.sg
gibimizdeydik	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.perf.1p.pl
gibimizdeydiler	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.perf.3p.pl
gibimizdeydim	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.perf.1p.sg
gibimizdeydin	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.perf.2p.sg
gibimizdeydiniz	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.perf.2p.pl
gibimizdeyim	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.pres.1p.sg
gibimizdeyiz	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.pres.1p.pl
gibimizdeymiş	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.evid.3p.sg
gibimizdeymişim	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.evid.1p.sg
gibimizdeymişiz	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.evid.1p.pl
gibimizdeymişler	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.evid.3p.pl
gibimizdeymişsin	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.evid.2p.sg
gibimizdeymişsiniz	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.evid.2p.pl
gibimizdeyse	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.cond.3p.sg
gibimizdeysek	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.cond.1p.pl
gibimizdeyseler	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.cond.3p.pl
gibimizdeysem	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.cond.1p.sg
gibimizdeysen	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.cond.2p.sg
gibimizdeyseniz	gibi(POSTP),num.sg,poss.1p.pl,case.loc,predic.cond.2p.pl
gibimizdi	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.perf.3p.sg
gibimizdik	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.perf.1p.pl
gibimizdiler	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.perf.3p.pl
gibimizdim	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.perf.1p.sg
gibimizdin	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.perf.2p.sg
gibimizdiniz	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.perf.2p.pl
gibimizdir	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.pres.3p.sg
gibimizdirler	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.pres.3p.pl
gibimize	gibi(POSTP),num.sg,poss.1p.pl,case.dat
gibimizi	gibi(POSTP),num.sg,poss.1p.pl,case.acc
gibimizim	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.pres.1p.sg
gibimizin	gibi(POSTP),num.sg,poss.1p.pl,case.gen
gibimiziz	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.pres.1p.pl
gibimizle	gibi(POSTP),num.sg,poss.1p.pl,case.instr
gibimizlerdi	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.perf.3p.pl
gibimizlerdir	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.pres.3p.pl
gibimizlermiş	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.evid.3p.pl
gibimizlerse	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.cond.3p.pl
gibimizmiş	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.evid.3p.sg
gibimizmişim	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.evid.1p.sg
gibimizmişiz	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.evid.1p.pl
gibimizmişler	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.evid.3p.pl
gibimizmişsin	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.evid.2p.sg
gibimizmişsiniz	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.evid.2p.pl
gibimizse	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.cond.3p.sg
gibimizsek	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.cond.1p.pl
gibimizseler	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.cond.3p.pl
gibimizsem	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.cond.1p.sg
gibimizsen	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.cond.2p.sg
gibimizseniz	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.cond.2p.pl
gibimizsin	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.pres.2p.sg
gibimizsiniz	gibi(POSTP),num.sg,poss.1p.pl,case.nom,predic.pres.2p.pl
gibimle	gibi(POSTP),num.sg,poss.1p.sg,case.instr
gibimlerdi	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.perf.3p.pl
gibimlerdir	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.pres.3p.pl
gibimlermiş	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.evid.3p.pl
gibimlerse	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.cond.3p.pl
gibimmiş	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.evid.3p.sg
gibimmişim	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.evid.1p.sg
gibimmişiz	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.evid.1p.pl
gibimmişler	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.evid.3p.pl
gibimmişsin	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.evid.2p.sg
gibimmişsiniz	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.evid.2p.pl
gibimse	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.cond.3p.sg
gibimsek	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.cond.1p.pl
gibimseler	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.cond.3p.pl
gibimsem	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.cond.1p.sg
gibimsen	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.cond.2p.sg
gibimseniz	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.cond.2p.pl
gibimsin	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.pres.2p.sg
gibimsiniz	gibi(POSTP),num.sg,poss.1p.sg,case.nom,predic.pres.2p.pl
gibin	gibi(POSTP),num.sg,poss.2p.sg,case.nom
gibinde	gibi(POSTP),num.sg,poss.2p.sg,case.loc
gibindedir	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.pres.3p.sg
gibindedirler	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.pres.3p.pl
gibindelerdi	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.perf.3p.pl
gibindelerdir	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.pres.3p.pl
gibindelermiş	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.evid.3p.pl
gibindelerse	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.cond.3p.pl
gibinden	gibi(POSTP),num.sg,poss.2p.sg,case.abl
gibindesin	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.pres.2p.sg
gibindesiniz	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.pres.2p.pl
gibindeydi	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.perf.3p.sg
gibindeydik	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.perf.1p.pl
gibindeydiler	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.perf.3p.pl
gibindeydim	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.perf.1p.sg
gibindeydin	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.perf.2p.sg
gibindeydiniz	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.perf.2p.pl
gibindeyim	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.pres.1p.sg
gibindeyiz	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.pres.1p.pl
gibindeymiş	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.evid.3p.sg
gibindeymişim	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.evid.1p.sg
gibindeymişiz	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.evid.1p.pl
gibindeymişler	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.evid.3p.pl
gibindeymişsin	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.evid.2p.sg
gibindeymişsiniz	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.evid.2p.pl
gibindeyse	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.cond.3p.sg
gibindeysek	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.cond.1p.pl
gibindeyseler	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.cond.3p.pl
gibindeysem	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.cond.1p.sg
gibindeysen	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.cond.2p.sg
gibindeyseniz	gibi(POSTP),num.sg,poss.2p.sg,case.loc,predic.cond.2p.pl
gibindi	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.perf.3p.sg
gibindik	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.perf.1p.pl
gibindiler	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.perf.3p.pl
gibindim	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.perf.1p.sg
gibindin	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.perf.2p.sg
gibindiniz	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.perf.2p.pl
gibindir	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.pres.3p.sg
gibindirler	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.pres.3p.pl
gibine	gibi(POSTP),num.sg,poss.2p.sg,case.dat
gibini	gibi(POSTP),num.sg,poss.2p.sg,case.acc
gibinim	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.pres.1p.sg
gibinin	gibi(POSTP),num.sg,case.gen
gibinin	gibi(POSTP),num.sg,poss.2p.sg,case.gen
gibiniz	gibi(POSTP),num.sg,poss.2p.pl,case.nom
gibiniz	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.pres.1p.pl
gibinizde	gibi(POSTP),num.sg,poss.2p.pl,case.loc
gibinizdedir	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.pres.3p.sg
gibinizdedirler	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.pres.3p.pl
gibinizdelerdi	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.perf.3p.pl
gibinizdelerdir	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.pres.3p.pl
gibinizdelermiş	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.evid.3p.pl
gibinizdelerse	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.cond.3p.pl
gibinizden	gibi(POSTP),num.sg,poss.2p.pl,case.abl
gibinizdesin	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.pres.2p.sg
gibinizdesiniz	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.pres.2p.pl
gibinizdeydi	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.perf.3p.sg
gibinizdeydik	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.perf.1p.pl
gibinizdeydiler	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.perf.3p.pl
gibinizdeydim	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.perf.1p.sg
gibinizdeydin	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.perf.2p.sg
gibinizdeydiniz	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.perf.2p.pl
gibinizdeyim	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.pres.1p.sg
gibinizdeyiz	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.pres.1p.pl
gibinizdeymiş	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.evid.3p.sg
gibinizdeymişim	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.evid.1p.sg
gibinizdeymişiz	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.evid.1p.pl
gibinizdeymişler	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.evid.3p.pl
gibinizdeymişsin	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.evid.2p.sg
gibinizdeymişsiniz	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.evid.2p.pl
gibinizdeyse	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.cond.3p.sg
gibinizdeysek	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.cond.1p.pl
gibinizdeyseler	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.cond.3p.pl
gibinizdeysem	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.cond.1p.sg
gibinizdeysen	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.cond.2p.sg
gibinizdeyseniz	gibi(POSTP),num.sg,poss.2p.pl,case.loc,predic.cond.2p.pl
gibinizdi	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.perf.3p.sg
gibinizdik	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.perf.1p.pl
gibinizdiler	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.perf.3p.pl
gibinizdim	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.perf.1p.sg
gibinizdin	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.perf.2p.sg
gibinizdiniz	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.perf.2p.pl
gibinizdir	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.pres.3p.sg
gibinizdirler	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.pres.3p.pl
gibinize	gibi(POSTP),num.sg,poss.2p.pl,case.dat
gibinizi	gibi(POSTP),num.sg,poss.2p.pl,case.acc
gibinizim	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.pres.1p.sg
gibinizin	gibi(POSTP),num.sg,poss.2p.pl,case.gen
gibiniziz	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.pres.1p.pl
gibinizle	gibi(POSTP),num.sg,poss.2p.pl,case.instr
gibinizlerdi	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.perf.3p.pl
gibinizlerdir	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.pres.3p.pl
gibinizlermiş	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.evid.3p.pl
gibinizlerse	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.cond.3p.pl
gibinizmiş	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.evid.3p.sg
gibinizmişim	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.evid.1p.sg
gibinizmişiz	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.evid.1p.pl
gibinizmişler	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.evid.3p.pl
gibinizmişsin	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.evid.2p.sg
gibinizmişsiniz	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.evid.2p.pl
gibinizse	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.cond.3p.sg
gibinizsek	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.cond.1p.pl
gibinizseler	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.cond.3p.pl
gibinizsem	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.cond.1p.sg
gibinizsen	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.cond.2p.sg
gibinizseniz	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.cond.2p.pl
gibinizsin	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.pres.2p.sg
gibinizsiniz	gibi(POSTP),num.sg,poss.2p.pl,case.nom,predic.pres.2p.pl
gibinle	gibi(POSTP),num.sg,poss.2p.sg,case.instr
gibinlerdi	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.perf.3p.pl
gibinlerdir	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.pres.3p.pl
gibinlermiş	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.evid.3p.pl
gibinlerse	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.cond.3p.pl
gibinmiş	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.evid.3p.sg
gibinmişim	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.evid.1p.sg
gibinmişiz	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.evid.1p.pl
gibinmişler	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.evid.3p.pl
gibinmişsin	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.evid.2p.sg
gibinmişsiniz	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.evid.2p.pl
gibinse	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.cond.3p.sg
gibinsek	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.cond.1p.pl
gibinseler	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.cond.3p.pl
gibinsem	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.cond.1p.sg
gibinsen	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.cond.2p.sg
gibinseniz	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.cond.2p.pl
gibinsin	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.pres.2p.sg
gibinsiniz	gibi(POSTP),num.sg,poss.2p.sg,case.nom,predic.pres.2p.pl
gibisi	gibi(POSTP),num.sg,poss.3p.sg,case.nom
gibisidir	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.pres.3p.sg
gibisidirler	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.pres.3p.pl
gibisilerdi	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.perf.3p.pl
gibisilerdir	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.pres.3p.pl
gibisilermiş	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.evid.3p.pl
gibisilerse	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.cond.3p.pl
gibisin	gibi(POSTP),num.sg,case.nom,predic.pres.2p.sg
gibisinde	gibi(POSTP),num.sg,poss.3p.sg,case.loc
gibisindedir	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.pres.3p.sg
gibisindedirler	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.pres.3p.pl
gibisindelerdi	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.perf.3p.pl
gibisindelerdir	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.pres.3p.pl
gibisindelermiş	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.evid.3p.pl
gibisindelerse	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.cond.3p.pl
gibisinden	gibi(POSTP),num.sg,poss.3p.sg,case.abl
gibisindesin	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.pres.2p.sg
gibisindesiniz	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.pres.2p.pl
gibisindeydi	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.perf.3p.sg
gibisindeydik	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.perf.1p.pl
gibisindeydiler	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.perf.3p.pl
gibisindeydim	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.perf.1p.sg
gibisindeydin	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.perf.2p.sg
gibisindeydiniz	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.perf.2p.pl
gibisindeyim	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.pres.1p.sg
gibisindeyiz	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.pres.1p.pl
gibisindeymiş	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.evid.3p.sg
gibisindeymişim	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.evid.1p.sg
gibisindeymişiz	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.evid.1p.pl
gibisindeymişler	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.evid.3p.pl
gibisindeymişsin	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.evid.2p.sg
gibisindeymişsiniz	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.evid.2p.pl
gibisindeyse	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.cond.3p.sg
gibisindeysek	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.cond.1p.pl
gibisindeyseler	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.cond.3p.pl
gibisindeysem	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.cond.1p.sg
gibisindeysen	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.cond.2p.sg
gibisindeyseniz	gibi(POSTP),num.sg,poss.3p.sg,case.loc,predic.cond.2p.pl
gibisine	gibi(POSTP),num.sg,poss.3p.sg,case.dat
gibisini	gibi(POSTP),num.sg,poss.3p.sg,case.acc
gibisinin	gibi(POSTP),num.sg,poss.3p.sg,case.gen
gibisiniz	gibi(POSTP),num.sg,case.nom,predic.pres.2p.pl
gibisisin	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.pres.2p.sg
gibisisiniz	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.pres.2p.pl
gibisiydi	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.perf.3p.sg
gibisiydik	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.perf.1p.pl
gibisiydiler	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.perf.3p.pl
gibisiydim	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.perf.1p.sg
gibisiydin	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.perf.2p.sg
gibisiydiniz	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.perf.2p.pl
gibisiyim	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.pres.1p.sg
gibisiyiz	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.pres.1p.pl
gibisiyle	gibi(POSTP),num.sg,poss.3p.sg,case.instr
gibisiymiş	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.evid.3p.sg
gibisiymişim	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.evid.1p.sg
gibisiymişiz	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.evid.1p.pl
gibisiymişler	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.evid.3p.pl
gibisiymişsin	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.evid.2p.sg
gibisiymişsiniz	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.evid.2p.pl
gibisiyse	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.cond.3p.sg
gibisiysek	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.cond.1p.pl
gibisiyseler	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.cond.3p.pl
gibisiysem	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.cond.1p.sg
gibisiysen	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.cond.2p.sg
gibisiyseniz	gibi(POSTP),num.sg,poss.3p.sg,case.nom,predic.cond.2p.pl
gibiydi	gibi(POSTP),num.sg,case.nom,predic.perf.3p.sg
gibiydik	gibi(POSTP),num.sg,case.nom,predic.perf.1p.pl
gibiydiler	gibi(POSTP),num.sg,case.nom,predic.perf.3p.pl
gibiydim	gibi(POSTP),num.sg,case.nom,predic.perf.1p.sg
gibiydin	gibi(POSTP),num.sg,case.nom,predic.perf.2p.sg
gibiydiniz	gibi(POSTP),num.sg,case.nom,predic.perf.2p.pl
gibiye	gibi(POSTP),num.sg,case.dat
gibiyi	gibi(POSTP),num.sg,case.acc
gibiyim	gibi(POSTP),num.sg,case.nom,predic.pres.1p.sg
gibiyiz	gibi(POSTP),num.sg,case.nom,predic.pres.1p.pl
gibiyle	gibi(POSTP),num.sg,case.instr
gibiymiş	gibi(POSTP),num.sg,case.nom,predic.evid.3p.sg
gibiymişim	gibi(POSTP),num.sg,case.nom,predic.evid.1p.sg
gibiymişiz	gibi(POSTP),num.sg,case.nom,predic.evid.1p.pl
gibiymişler	gibi(POSTP),num.sg,case.nom,predic.evid.3p.pl
gibiymişsin	gibi(POSTP),num.sg,case.nom,predic.evid.2p.sg
gibiymişsiniz	gibi(POSTP),num.sg,case.nom,predic.evid.2p.pl
gibiyse	gibi(POSTP),num.sg,case.nom,predic.cond.3p.sg
gibiysek	gibi(POSTP),num.sg,case.nom,predic.cond.1p.pl
gibiyseler	gibi(POSTP),num.sg,case.nom,predic.cond.3p.pl
gibiysem	gibi(POSTP),num.sg,case.nom,predic.cond.1p.sg
gibiysen	gibi(POSTP),num.sg,case.nom,predic.cond.2p.sg
gibiyseniz	gibi(POSTP),num.sg,case.nom,predic.cond.2p.pl
