ben
[bana] PRON.personal.1p.sg,case.dat
[bun]unkilerdeymişçesine PRON.demo.sg,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.3per.sg
[bun]unkilerdeymişizcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.1per.pl
[bun]unkilerdeymişsinizcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.2per.pl
[bun]unkilerdeymişlercesine PRON.demo.sg,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.3per.pl
[bun]unkilerdenmişimcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.1per.sg
[bun]unkilerdenmişsincesine PRON.demo.sg,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.2per.sg
[bun]unkilerdenmişçesine PRON.demo.sg,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.3per.sg
[bun]unkilerdenmişizcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.1per.pl
[bun]unkilerdenmişsinizcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.2per.pl
[bun]unkilerdenmişlercesine PRON.demo.sg,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.3per.pl
[bun]unkilereymişimcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.1per.sg
[bun]unkilereymişsincesine PRON.demo.sg,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.2per.sg
[bun]unkilereymişçesine PRON.demo.sg,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.3per.sg
[bun]unkilereymişizcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.1per.pl
[bun]unkilereymişsinizcesine PRON.demo.sg,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.2per.pl
[bun]unkilereymişlercesine PRON.demo.sg,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.3per.pl
[bun]unkineymişimcesine PRON.demo.sg,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.1per.sg
[bun]unkineymişsincesine PRON.demo.sg,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.2per.sg
[bun]unkineymişçesine PRON.demo.sg,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.3per.sg
[bun]unkineymişizcesine PRON.demo.sg,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.1per.pl
[bun]unkineymişsinizcesine PRON.demo.sg,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.2per.pl
[bun]unkineymişlercesine PRON.demo.sg,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.3per.pl
[bun]unlarmışçasına PRON.demo.sg,case.gen,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.3per.sg
[bun]aymışçasına PRON.demo.sg,case.dat,perf.nfh.ind.past.conv.3per.sg
[bun]dakilermişimcesine PRON.demo.sg,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.1per.sg
[bun]dakilermişsincesine PRON.demo.sg,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.2per.sg
[bun]dakilermişçesine PRON.demo.sg,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.3per.sg
[bun]dakilermişizcesine PRON.demo.sg,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.1per.pl
[bun]dakilermişsinizcesine PRON.demo.sg,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.2per.pl
[bun]dakilermişlercesine PRON.demo.sg,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.3per.pl
[bun]dakiyleymişimcesine PRON.demo.sg,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.1per.sg 
[bun]dakiyleymişsincesine PRON.demo.sg,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.2per.sg
[bun]dakiyleymişçesine PRON.demo.sg,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.3per.sg
[bun]dakiyleymişizcesine PRON.demo.sg,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.1per.pl
[bun]dakiyleymişsinizcesine PRON.demo.sg,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.2per.pl
[bun]dakiyleymişlercesine PRON.demo.sg,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.3per.pl
[bun]dakiylelermişçesine PRON.demo.sg,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.3per.pl
[bun]danmışımcasına PRON.demo.sg,perf.nfh.ind.past.conv.1per.sg
[bun]danmışsıncasına PRON.demo.sg,perf.nfh.ind.past.conv.2per.sg
[bun]danmışçasına PRON.demo.sg,perf.nfh.ind.past.conv.3per.sg
[bun]danmışızcasına PRON.demo.sg,perf.nfh.ind.past.conv.1per.pl
[bun]danmışsınızcasına PRON.demo.sg,perf.nfh.ind.past.conv.2per.pl
[bun]danmışlarcasına PRON.demo.sg,perf.nfh.ind.past.conv.3per.pl
[bun]danlarmışçasına PRON.demo.sg,perf.nfh.ind.past.conv.3per.pl
[bun]larmışımcasına PRON.demo.pl,perf.nfh.ind.past.conv.1per.sg
[bun]larmışsıncasına PRON.demo.pl,perf.nfh.ind.past.conv.2per.sg
[bun]larmışçasına PRON.demo.pl,perf.nfh.ind.past.conv.3per.sg
[bun]larmışızcasına PRON.demo.pl,perf.nfh.ind.past.conv.1per.pl
[bun]larmışsınızcasına PRON.demo.pl,perf.nfh.ind.past.conv.2per.pl
[bun]larmışlarcasına PRON.demo.pl,perf.nfh.ind.past.conv.3per.pl
[bun]larınmışımcasına PRON.demo.pl,case.gen,perf.nfh.ind.past.conv.1per.sg
[bun]larınmışsıncasına PRON.demo.pl,case.gen,perf.nfh.ind.past.conv.2per.sg
[bun]larınmışçasına PRON.demo.pl,case.gen,perf.nfh.ind.past.conv.3per.sg
[bun]larınmışızcasına PRON.demo.pl,case.gen,perf.nfh.ind.past.conv.1per.pl
[bun]larınmışsınızcasına PRON.demo.pl,case.gen,perf.nfh.ind.past.conv.2per.pl
[bun]larınmışlarcasına PRON.demo.pl,case.gen,perf.nfh.ind.past.conv.3per.pl
[bun]larlaymışımcasına PRON.demo.pl,case.instr,perf.nfh.ind.past.conv.1per.sg
[bun]larlaymışsıncasına PRON.demo.pl,case.instr,perf.nfh.ind.past.conv.2per.sg
[bun]larlaymışçasına PRON.demo.pl,case.instr,perf.nfh.ind.past.conv.3per.sg
[bun]larlaymışızcasına PRON.demo.pl,case.instr,perf.nfh.ind.past.conv.1per.pl
[bun]larlaymışsınızcasına PRON.demo.pl,case.instr,perf.nfh.ind.past.conv.2per.pl
[bun]larlaymışlarcasına PRON.demo.pl,case.instr,perf.nfh.ind.past.conv.3per.pl
[bun]larınkiymişimcesine PRON.demo.pl,case.gen,<ki>,num.sg,case.nom,perf.nfh.ind.past.conv.1per.sg
[bun]larınkiymişsincesine PRON.demo.pl,case.gen,<ki>,num.sg,case.nom,perf.nfh.ind.past.conv.2per.sg
[bun]larınkiymişçesine PRON.demo.pl,case.gen,<ki>,num.sg,case.nom,perf.nfh.ind.past.conv.3per.sg
[bun]larınkiymişizcesine PRON.demo.pl,case.gen,<ki>,num.sg,case.nom,perf.nfh.ind.past.conv.1per.pl
[bun]larınkiymişsinizcesine PRON.demo.pl,case.gen,<ki>,num.sg,case.nom,perf.nfh.ind.past.conv.2per.pl
[bun]larınkiymişlercesine PRON.demo.pl,case.gen,<ki>,num.sg,case.nom,perf.nfh.ind.past.conv.3per.pl
[bun]larınkilermişçesine PRON.demo.pl,case.gen,<ki>,num.sg,case.nom,perf.nfh.ind.past.conv.3per.pl
[bun]larınkilermişimcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.nom,perf.nfh.ind.past.conv.1per.sg
[bun]larınkilermişsincesine PRON.demo.pl,case.gen,<ki>,num.pl,case.nom,perf.nfh.ind.past.conv.2per.sg
[bun]larınkilermişçesine PRON.demo.pl,case.gen,<ki>,num.pl,case.nom,perf.nfh.ind.past.conv.3per.sg
[bun]larınkilermişizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.nom,perf.nfh.ind.past.conv.1per.pl
[bun]larınkilermişsinizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.nom,perf.nfh.ind.past.conv.2per.pl
[bun]larınkilermişlercesine PRON.demo.pl,case.gen,<ki>,num.pl,case.nom,perf.nfh.ind.past.conv.3per.pl
[bun]lardaymışımcasına PRON.demo.pl,num.sg,case.loc,perf.nfh.ind.past.conv.1per.sg
[bun]lardaymışsıncasına PRON.demo.pl,num.sg,case.loc,perf.nfh.ind.past.conv.2per.sg
[bun]lardaymışçasına PRON.demo.pl,num.sg,perf.nfh.ind.past.conv.3per.sg
[bun]lardaymışızcasına PRON.demo.pl,num.sg,perf.nfh.ind.past.conv.1per.pl
[bun]lardaymışsınızcasına PRON.demo.pl,num.sg,perf.nfh.ind.past.conv.2per.pl
[bun]lardaymışlarcasına PRON.demo.pl,num.sg,perf.nfh.ind.past.conv.3per.pl
[bun]lardalarmışçasına PRON.demo.pl,num.sg,perf.nfh.ind.past.conv.3per.pl
[bun]lardalarmışımcasına PRON.demo.pl,case.loc,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.1per.sg
[bun]lardalarmışsıncasına PRON.demo.pl,case.loc,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.2per.sg
[bun]lardalarmışçasına PRON.demo.pl,case.loc,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.3per.sg
[bun]lardalarmışızcasına PRON.demo.pl,case.loc,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.1per.pl
[bun]lardalarmışsınızcasına PRON.demo.pl,case.loc,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.2per.pl
[bun]lardalarmışlarcasına PRON.demo.pl,case.loc,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.3per.pl
[bun]lardalarmışçasına PRON.demo.pl,case.loc,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.3per.pl
[bun]lardakiymişimcesine PRON.demo.pl,case.loc,<ki>,perf.nfh.ind.past.conv.1per.sg
[bun]lardakiymişsincesine PRON.demo.pl,case.loc,<ki>,perf.nfh.ind.past.conv.2per.sg
[bun]lardakiymişçesine PRON.demo.pl,case.loc,<ki>,perf.nfh.ind.past.conv.3per.sg
[bun]lardakiymişizcesine PRON.demo.pl,case.loc,<ki>,perf.nfh.ind.past.conv.1per.pl
[bun]lardakiymişsinizcesine PRON.demo.pl,case.loc,<ki>,perf.nfh.ind.past.conv.2per.pl
[bun]lardakiymişlercesine PRON.demo.pl,case.loc,<ki>,perf.nfh.ind.past.conv.3per.pl
[bun]lardakilermişçesine PRON.demo.pl,case.loc,<ki>,perf.nfh.ind.past.conv.3per.pl
[bun]lardakineymişçesine PRON.demo.pl,case.loc,<ki>,case.dat,perf.nfh.ind.past.conv.3per.sg
[bun]lardakindeymişçesine PRON.demo.pl,case.loc,<ki>,case.loc,perf.nfh.ind.past.conv.3per.sg
[bun]lardakindenmişimcesine PRON.demo.pl,case.loc,<ki>,case.ab,perf.nfh.ind.past.conv.1per.sg
[bun]lardakindenmişsincesine PRON.demo.pl,case.loc,<ki>,case.ab,perf.nfh.ind.past.conv.2per.sg
[bun]lardakindenmişçesine PRON.demo.pl,case.loc,<ki>,case.ab,perf.nfh.ind.past.conv.3per.sg
[bun]lardakindenmişizcesine PRON.demo.pl,case.loc,<ki>,case.ab,perf.nfh.ind.past.conv.1per.pl
[bun]lardakindenmişsinizcesine PRON.demo.pl,case.loc,<ki>,case.ab,perf.nfh.ind.past.conv.2per.pl
[bun]lardakindenmişlercesine PRON.demo.pl,case.loc,<ki>,case.ab,perf.nfh.ind.past.conv.3per.pl
[bun]lardakilerinmişimcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,case.ab,perf.nfh.ind.past.conv.1per.sg
[bun]lardakilerinmişsincesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,case.ab,perf.nfh.ind.past.conv.2per.sg
[bun]lardakilerinmişçesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,case.ab,perf.nfh.ind.past.conv.3per.sg
[bun]lardakilerinmişizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,case.ab,perf.nfh.ind.past.conv.1per.pl
[bun]lardakilerinmişsinizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,case.ab,perf.nfh.ind.past.conv.2per.pl
[bun]lardakilerinmişlercesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,case.ab,perf.nfh.ind.past.conv.3per.pl
[bun]lardakilerinkiymişimcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,<ki>,perf.nfh.ind.past.conv.1per.sg
[bun]lardakilerinkiymişsincesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,<ki>,perf.nfh.ind.past.conv.2per.sg
[bun]lardakilerinkiymişçesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,<ki>,perf.nfh.ind.past.conv.3per.sg
[bun]lardakilerinkiymişizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,<ki>,perf.nfh.ind.past.conv.1per.pl
[bun]lardakilerinkiymişsinizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,<ki>,perf.nfh.ind.past.conv.2per.pl
[bun]lardakilerinkiymişlercesine PRON.demo.pl,case.loc,<ki>,num.pl,case.gen,<ki>,perf.nfh.ind.past.conv.3per.pl
[bun]lardakilerdeymişimcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.1per.sg
[bun]lardakilerdeymişsincesine PRON.demo.pl,case.loc,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.2per.sg
[bun]lardakilerdeymişçesine PRON.demo.pl,case.loc,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.3per.sg
[bun]lardakilerdeymişizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.1per.pl
[bun]lardakilerdeymişsinizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.2per.pl
[bun]lardakilerdeymişlercesine PRON.demo.pl,case.loc,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.3per.pl
[bun]lardakilerdenmişimcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.1per.sg
[bun]lardakilerdenmişsincesine PRON.demo.pl,case.loc,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.2per.sg
[bun]lardakilerdenmişçesine PRON.demo.pl,case.loc,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.3per.sg
[bun]lardakilerdeymişizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.1per.pl
[bun]lardakilerdeymişsinizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.2per.pl
[bun]lardakilerdeymişlercesine PRON.demo.pl,case.loc,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.3per.pl
[bun]lardakilerleymişimcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.instr,perf.nfh.ind.past.conv.1per.sg
[bun]lardakilerleymişsincesine PRON.demo.pl,case.loc,<ki>,num.pl,case.instr,perf.nfh.ind.past.conv.2per.sg
[bun]lardakilerleymişçesine PRON.demo.pl,case.loc,<ki>,num.pl,case.instr,perf.nfh.ind.past.conv.3per.sg
[bun]lardakilerleymişizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.instr,perf.nfh.ind.past.conv.1per.pl
[bun]lardakilerleymişsinizcesine PRON.demo.pl,case.loc,<ki>,num.pl,case.instr,perf.nfh.ind.past.conv.2per.pl
[bun]lardakilerleymişlercesine PRON.demo.pl,case.loc,<ki>,num.pl,case.instr,perf.nfh.ind.past.conv.3per.pl
[bun]larınkilerdeymişimcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.1per.sg
[bun]larınkilerdeymişsincesine PRON.demo.pl,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.2per.sg
[bun]larınkilerdeymişçesine PRON.demo.pl,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.3per.sg
[bun]larınkilerdeymişizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.1per.pl
[bun]larınkilerdeymişsinizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.2per.pl
[bun]larınkilerdeymişlercesine PRON.demo.pl,case.gen,<ki>,num.pl,case.loc,perf.nfh.ind.past.conv.3per.pl
[bun]larınkilerdenmişimcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.1per.sg
[bun]larınkilerdenmişsincesine PRON.demo.pl,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.2per.sg
[bun]larınkilerdenmişçesine PRON.demo.pl,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.3per.sg
[bun]larınkilerdenmişizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.1per.pl
[bun]larınkilerdenmişsinizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.2per.pl
[bun]larınkilerdenmişlercesine PRON.demo.pl,case.gen,<ki>,num.pl,case.abl,perf.nfh.ind.past.conv.3per.pl
[bun]larınkilereymişimcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.1per.sg
[bun]larınkilereymişsincesine PRON.demo.pl,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.2per.sg
[bun]larınkilereymişçesine PRON.demo.pl,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.3per.sg
[bun]larınkilereymişizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.1per.pl
[bun]larınkilereymişsinizcesine PRON.demo.pl,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.2per.pl
[bun]larınkilereymişlercesine PRON.demo.pl,case.gen,<ki>,num.pl,case.dat,perf.nfh.ind.past.conv.3per.pl
[bun]larınkineymişimcesine PRON.demo.pl,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.1per.sg
[bun]larınkineymişsincesine PRON.demo.pl,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.2per.sg
[bun]larınkineymişçesine PRON.demo.pl,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.3per.sg
[bun]larınkineymişizcesine PRON.demo.pl,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.1per.pl
[bun]larınkineymişsinizcesine PRON.demo.pl,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.2per.pl
[bun]larınkineymişlercesine PRON.demo.pl,case.gen,<ki>,num.sg,case.dat,perf.nfh.ind.past.conv.3per.pl
[bun]larınlarmışçasına PRON.demo.pl,case.gen,perf.ind.pres.3per.pl,perf.nfh.ind.past.conv.3per.sg
[bun]larlaymışçasına PRON.demo.pl,case.dat,perf.nfh.ind.past.conv.3per.sg
[bun]lardakilermişimcesine PRON.demo.pl,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.1per.sg
[bun]lardakilermişsincesine PRON.demo.pl,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.2per.sg
[bun]lardakilermişçesine PRON.demo.pl,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.3per.sg
[bun]lardakilermişizcesine PRON.demo.pl,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.1per.pl
[bun]lardakilermişsinizcesine PRON.demo.pl,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.2per.pl
[bun]lardakilermişlercesine PRON.demo.pl,case.loc,<ki>,num.pl,perf.nfh.ind.past.conv.3per.pl
[bun]lardakiyleymişimcesine PRON.demo.pl,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.1per.sg 
[bun]lardakiyleymişsincesine PRON.demo.pl,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.2per.sg
[bun]lardakiyleymişçesine PRON.demo.pl,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.3per.sg
[bun]lardakiyleymişizcesine PRON.demo.pl,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.1per.pl
[bun]lardakiyleymişsinizcesine PRON.demo.pl,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.2per.pl
[bun]lardakiyleymişlercesine PRON.demo.pl,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.3per.pl
[bun]lardakiylelermişçesine PRON.demo.pl,case.loc,<ki>,case.inst,perf.nfh.ind.past.conv.3per.pl
[bun]lardanmışımcasına PRON.demo.pl,perf.nfh.ind.past.conv.1per.sg
[bun]lardanmışsıncasına PRON.demo.pl,perf.nfh.ind.past.conv.2per.sg
[bun]lardanmışçasına PRON.demo.pl,perf.nfh.ind.past.conv.3per.sg
[bun]lardanmışızcasına PRON.demo.pl,perf.nfh.ind.past.conv.1per.pl
[bun]lardanmışsınızcasına PRON.demo.pl,perf.nfh.ind.past.conv.2per.pl
[bun]lardanmışlarcasına PRON.demo.pl,perf.nfh.ind.past.conv.3per.pl
[bun]larınkiler PRON.demo.pl,case.gen,<ki>,num.pl,case.nom
[bun]larınkiler PRON.demo.pl,case.gen,<ki>,perf.ind.pres.3per.pl
[bun]larınkileri PRON.demo.pl,case.gen,<ki>,num.pl,case.acc
[bun]larınkilere PRON.demo.pl,case.gen,<ki>,num.pl,case.dat
[bun]larınkilerde PRON.demo.pl,case.gen,<ki>,num.pl,case.loc
[bun]larınkilerden PRON.demo.pl,case.gen,<ki>,num.pl,case.abl
[bun]larınkilerle PRON.demo.pl,case.gen,<ki>,num.pl,case.instr
[bun]larınkilerin PRON.demo.pl,case.gen,<ki>,num.pl,case.gen
[bun]larınkilerinki PRON.demo.pl,case.gen,<ki>,num.pl,case.gen,<ki>
[bun]larınkilerinki PRON.demo.pl,case.gen,<ki>,num.sg,case.gen,<ki>
[bun]larınlar PRON.demo.pl,case.gen,perf.ind.pres.3per.pl
[bun]larınımdır PRON.demo.pl,case.gen,perf.gen.pres.1per.sg
[bun]larınsındır PRON.demo.pl,case.gen,perf.gen.pres.2per.sg
[bun]larındır PRON.demo.pl,case.gen,perf.gen.pres.3per.sg
[bun]larınızdır PRON.demo.pl,case.gen,perf.gen.pres.1per.pl
[bun]larınsınızdır PRON.demo.pl,case.gen,perf.gen.pres.2per.pl
[bun]larındırlar PRON.demo.pl,case.gen,perf.gen.pres.3per.pl
[bun]larınlardır PRON.demo.pl,case.gen,perf.gen.pres.3per.pl
[bun]larınlarken PRON.demo.pl,case.gen,perf.ind.pres.3per.pl,converb
[bun]larlalar PRON.demo.pl,case.instr,perf.ind.pres.3per.pl
şu
[şu] PRON.demo.sg,case.nom
[şuy]ken PRON.demo.sg,case.nom,converb
[şuy]umdur PRON.demo.sg,case.nom,perf.gen.pres.1per.sg
[şu]sundur PRON.demo.sg,case.nom,perf.gen.pres.2per.sg
[şu]dur PRON.demo.sg,case.nom,perf.gen.pres.3per.sg
[şuy]uzdur PRON.demo.sg,case.nom,perf.gen.pres.1per.pl
[şu]sunuzdur PRON.demo.sg,case.nom,perf.gen.pres.2per.pl
[şu]durlar PRON.demo.sg,case.nom,perf.gen.pres.3per.pl
[şun]larken PRON.demo.pl,case.nom,converb
[şun]lardır PRON.demo.pl,case.nom,perf.gen.pres.3per.pl
[şun]lardır PRON.demo.pl,case.nom,perf.gen.pres.3per.sg
[şu]sun PRON.demo.sg,case.nom,perf.ind.pres.2per.sg
[şu]sunuz PRON.demo.sg,case.nom,perf.ind.pres.2per.pl
[şu]ydu PRON.demo.sg,case.nom,perf.ind.past.3per.sg
[şu]ymuş PRON.demo.sg,case.nom,perf.nfh.ind.past.3per.sg
[şu]ysa PRON.demo.sg,case.nom,perf.cnd.pres.3per.sg
[şu]yum PRON.demo.sg,case.nom,perf.ind.pres.1per.sg
[şu]yuz PRON.demo.sg,case.nom,perf.ind.pres.1per.pl
[şuy]dum PRON.demo.sg,case.nom,perf.ind.past.1per.sg
[şuy]dun PRON.demo.sg,case.nom,perf.ind.past.2per.sg
[şuy]du PRON.demo.sg,case.nom,perf.ind.past.3per.sg
[şuy]duk PRON.demo.sg,case.nom,perf.ind.past.1per.pl
[şuy]dunuz PRON.demo.sg,case.nom,perf.ind.past.2per.pl
[şuy]dular PRON.demo.sg,case.nom,perf.ind.past.3per.pl
[şuy]muşum PRON.demo.sg,case.nom,perf.nfh.ind.past.1per.sg
[şuy]muşsun PRON.demo.sg,case.nom,perf.nfh.ind.past.2per.sg
[şuy]muş PRON.demo.sg,case.nom,perf.nfh.ind.past.3per.sg
[şuy]muşuz PRON.demo.sg,case.nom,perf.nfh.ind.past.1per.pl
[şuy]muşsunuz PRON.demo.sg,case.nom,perf.nfh.ind.past.2per.pl
[şuy]muşlar PRON.demo.sg,case.nom,perf.nfh.ind.past.3per.pl
[şu]na PRON.demo.sg,case.dat
[şu]nayken PRON.demo.sg,case.dat,converb
[şu]nadır PRON.demo.sg,case.dat,perf.gen.pres.3per.sg
[şu]nadırlar PRON.demo.sg,case.dat,perf.gen.pres.3per.pl
[şu]nalardır PRON.demo.sg,case.dat,perf.gen.pres.3per.pl
[şu]nasın PRON.demo.sg,case.dat,perf.ind.pres.2per.sg
[şu]nasınız PRON.demo.sg,case.dat,perf.ind.pres.2per.pl
[şu]naydı PRON.demo.sg,case.dat,perf.ind.past.3per.sg
[şu]naymış PRON.demo.sg,case.dat,perf.nfh.ind.past.3per.sg
[şu]naysa PRON.demo.sg,case.dat,perf.cnd.pres.3per.sg
[şu]nayım PRON.demo.sg,case.dat,perf.ind.pres.1per.sg
[şu]nayız PRON.demo.sg,case.dat,perf.ind.pres.1per.pl
[şu]nlar PRON.demo.pl,case.nom
[şu]nlara PRON.demo.pl,case.dat
[şu]nlarayken PRON.demo.pl,case.dat,converb
[şu]nlaradır PRON.demo.pl,case.dat,perf.gen.pres.3per.sg
[şu]nlaradırlar PRON.demo.pl,case.dat,perf.gen.pres.3per.pl
[şu]nlaralardır PRON.demo.pl,case.dat,perf.gen.pres.3per.pl
[şu]nlarasın PRON.demo.pl,case.dat,perf.ind.pres.2per.sg
[şu]nlarasınız PRON.demo.pl,case.dat,perf.ind.pres.2per.pl
[şu]nlaraydı PRON.demo.pl,case.dat,perf.ind.past.3per.sg
[şu]nlaraymış PRON.demo.pl,case.dat,perf.nfh.ind.past.3per.sg
[şu]nlaraysa PRON.demo.pl,case.dat,perf.cnd.pres.3per.sg
[şu]nlarayım PRON.demo.pl,case.dat,perf.ind.pres.1per.sg
[şu]nlarayız PRON.demo.pl,case.dat,perf.ind.pres.1per.pl
[şu]nlarda PRON.demo.pl,case.loc
[şu]nlardayken PRON.demo.pl,case.loc,converb
[şu]nlardadır PRON.demo.pl,case.loc,perf.gen.pres.3per.sg
[şu]nlardadırlar PRON.demo.pl,case.loc,perf.gen.pres.3per.pl
[şu]nlardalardır PRON.demo.pl,case.loc,perf.gen.pres.3per.pl
[şu]nlardan PRON.demo.pl,case.abl
[şu]nlardanken PRON.demo.pl,case.abl,converb
[şu]nlardandı PRON.demo.pl,case.abl,perf.ind.past.3per.sg
